	C21D00958	C21D00961	C21D00964	D21D00987T	M21D00956	M21D01001	M21D01009	N21D00959	P21D00955	P21D00957M	P21D00966	P21D00968M	P21D00969M	P21D00970	P21D00971	P21D00973M	P21D00974M	P21D00979M	P21D00981M	P21D00983	P21D00984	P21D00985	P21D00991M	P21D00994M	P21D00995M	P21D00996M	P21D00998	P21D01005	P21D01016M	P21D01019	X21D00967
HIST1H3B_E1_STA100236	3275.0	4613.0	3398.0	3303.0	5892.0	3409.0	5005.0	3204.0	631.0	4014.0	1851.0	2358.0	4495.0	2554.0	1437.0	1869.0	3133.0	3025.0	3318.0	3162.0	5535.0	4650.0	1766.0	7782.0	4626.0	1755.0	4818.0	488.0	3875.0	4108.0	7834.0
HIST1H3B_E1_STA100237	8868.0	12868.0	9007.0	8961.0	12317.0	8142.0	13971.0	8709.0	1653.0	9693.0	6418.0	5323.0	11091.0	9273.0	3170.0	5569.0	7737.0	7484.0	9072.0	7188.0	11447.0	8253.0	8010.0	21577.0	12834.0	4211.0	11121.0	1550.0	8493.0	9468.0	18762.0
HIST1H3B_E1_STA100238	3337.0	4886.0	3643.0	3214.0	4922.0	3157.0	5699.0	2773.0	550.0	4117.0	2141.0	2067.0	4252.0	3352.0	1079.0	2731.0	3181.0	3004.0	3344.0	3410.0	4643.0	3800.0	2577.0	8029.0	4893.0	2016.0	4554.0	645.0	3966.0	3764.0	7992.0
HIST1H3B_E1_STA100239	1255.0	1705.0	1396.0	1152.0	2195.0	1699.0	2396.0	1202.0	269.0	1762.0	816.0	864.0	1610.0	1023.0	578.0	863.0	1396.0	1375.0	1381.0	1361.0	2296.0	1655.0	772.0	3044.0	1866.0	891.0	1749.0	223.0	1806.0	1804.0	2726.0
ROS1_E41_STA100240	22237.0	22844.0	19584.0	17618.0	34002.0	6983.0	22661.0	23502.0	2909.0	10759.0	10644.0	16649.0	23077.0	13188.0	10799.0	14503.0	16690.0	16280.0	31121.0	11805.0	22604.0	6346.0	7244.0	21041.0	29061.0	6234.0	17671.0	2617.0	19240.0	18034.0	26573.0
ROS1_E41_STA100241	6475.0	9849.0	6481.0	5474.0	10543.0	2218.0	6687.0	9145.0	923.0	3026.0	2057.0	4477.0	8073.0	4857.0	3750.0	3928.0	4889.0	4446.0	12565.0	4618.0	6953.0	2283.0	2514.0	7207.0	9600.0	1861.0	7288.0	789.0	5863.0	5472.0	8519.0
ROS1_E41_STA100242	25415.0	25712.0	19720.0	21282.0	35546.0	8168.0	24882.0	29513.0	3339.0	13201.0	10722.0	15721.0	26152.0	17570.0	11190.0	15595.0	19832.0	16873.0	36598.0	13732.0	22429.0	7654.0	8460.0	23981.0	31627.0	8331.0	22846.0	2645.0	20893.0	20563.0	28812.0
ROS1_E38_STA100243	3301.0	3569.0	3027.0	2967.0	5549.0	1415.0	3750.0	3610.0	482.0	2127.0	1450.0	2638.0	3339.0	2086.0	1705.0	2022.0	2781.0	2767.0	5431.0	2110.0	4052.0	1272.0	1180.0	3431.0	4749.0	1251.0	4534.0	499.0	3692.0	3116.0	4762.0
ROS1_E38_STA100244	7995.0	8597.0	6846.0	6124.0	11736.0	2543.0	6733.0	9966.0	995.0	3686.0	3421.0	6053.0	7954.0	4952.0	3784.0	4677.0	5507.0	5325.0	10677.0	4596.0	8110.0	2608.0	2299.0	6807.0	9492.0	2479.0	9271.0	851.0	6710.0	6509.0	10210.0
RAC1_E2_STA100245	7992.0	5623.0	4249.0	67.0	6157.0	2468.0	5529.0	123.0	686.0	5477.0	1786.0	1853.0	130.0	108.0	2483.0	3139.0	3735.0	6336.0	7455.0	2993.0	10303.0	7302.0	78.0	10838.0	11276.0	4702.0	5418.0	685.0	7858.0	4427.0	12657.0
EGFR_E2_STA101493	3636.0	6381.0	4041.0	3044.0	7896.0	3252.0	4028.0	5245.0	400.0	3982.0	1037.0	2828.0	4417.0	3254.0	2926.0	2805.0	3187.0	5501.0	13082.0	3059.0	3975.0	3271.0	3515.0	7617.0	5678.0	1701.0	2828.0	652.0	8772.0	15398.0	4239.0
EGFR_E3_STA101494	9873.0	14335.0	11730.0	9316.0	25466.0	9531.0	10629.0	14534.0	1509.0	14659.0	3898.0	11354.0	14116.0	7971.0	7317.0	10404.0	11048.0	17329.0	34102.0	10250.0	14164.0	12013.0	6879.0	21014.0	17310.0	6073.0	12164.0	2266.0	28179.0	51414.0	16019.0
EGFR_E4_STA101495	2522.0	3779.0	2918.0	2730.0	4994.0	2283.0	4746.0	3084.0	263.0	4007.0	1551.0	2982.0	3286.0	1670.0	1323.0	2340.0	3063.0	6272.0	6680.0	2037.0	5272.0	3846.0	2086.0	4408.0	3495.0	1912.0	2704.0	546.0	6862.0	15470.0	4629.0
EGFR_E5_STA101496	9183.0	12420.0	9955.0	8778.0	18086.0	7766.0	9470.0	13187.0	1336.0	10400.0	3318.0	8467.0	11017.0	8185.0	5651.0	10461.0	9754.0	16086.0	21986.0	8975.0	11662.0	9342.0	8055.0	17124.0	13498.0	5139.0	9615.0	1920.0	18668.0	37590.0	13912.0
EGFR_E6_STA101497	5612.0	12913.0	9818.0	6379.0	12627.0	4959.0	13689.0	9412.0	1070.0	8434.0	3038.0	7286.0	8222.0	6083.0	4174.0	6336.0	6854.0	13038.0	20892.0	7412.0	10375.0	9217.0	8391.0	16400.0	10453.0	4576.0	5585.0	2067.0	14114.0	38719.0	10918.0
EGFR_E7_STA101498	17554.0	22793.0	20868.0	17713.0	34897.0	11392.0	32362.0	25696.0	2095.0	22208.0	19676.0	19493.0	21027.0	13689.0	9405.0	22420.0	21556.0	33851.0	36742.0	15159.0	25461.0	18102.0	15588.0	31617.0	24031.0	10143.0	17828.0	3603.0	27027.0	76108.0	29981.0
EGFR_E8_STA101499	772.0	2131.0	1618.0	1101.0	2507.0	806.0	2280.0	1711.0	209.0	1363.0	673.0	1149.0	1580.0	1401.0	807.0	1036.0	1271.0	3275.0	3961.0	1081.0	1496.0	1494.0	1377.0	3232.0	1506.0	990.0	1419.0	310.0	1995.0	6306.0	2537.0
EGFR_E9_STA101500	7614.0	11288.0	8809.0	8916.0	14780.0	7480.0	10201.0	12674.0	1235.0	9338.0	3282.0	6872.0	8566.0	8447.0	4522.0	7713.0	7437.0	14114.0	20586.0	7130.0	9879.0	8978.0	8060.0	17596.0	12311.0	4493.0	8136.0	1738.0	14517.0	32626.0	10251.0
EGFR_E10_STA101501	3690.0	5642.0	4480.0	3427.0	7124.0	3013.0	4611.0	5200.0	563.0	4073.0	1556.0	2699.0	4155.0	3424.0	2360.0	3422.0	3455.0	6949.0	10240.0	3224.0	4797.0	4348.0	3821.0	7620.0	5205.0	2115.0	3838.0	804.0	6761.0	15579.0	4916.0
EGFR_E11_STA101502	1042.0	1118.0	1055.0	886.0	1970.0	818.0	1230.0	1354.0	134.0	1527.0	352.0	984.0	1179.0	670.0	622.0	883.0	1196.0	2471.0	3086.0	807.0	1428.0	1303.0	787.0	1799.0	1251.0	696.0	1061.0	177.0	2649.0	5359.0	1685.0
EGFR_E12_STA100246	4337.0	7328.0	5155.0	4828.0	9672.0	4393.0	5677.0	7255.0	770.0	5046.0	1359.0	3880.0	5246.0	4465.0	3301.0	4174.0	4259.0	6789.0	15134.0	4328.0	5784.0	4716.0	4890.0	10992.0	7049.0	2661.0	4049.0	1012.0	9380.0	20669.0	4954.0
EGFR_E12_STA100247	8108.0	9483.0	6714.0	7478.0	17410.0	7273.0	7949.0	10722.0	1018.0	9532.0	3435.0	7301.0	8554.0	5414.0	4400.0	7350.0	7553.0	13321.0	21854.0	6493.0	9068.0	7168.0	5941.0	15264.0	11254.0	4079.0	7503.0	1573.0	15704.0	27794.0	9405.0
EGFR_E12_STA100248	2815.0	1990.0	2222.0	1488.0	3358.0	1570.0	3039.0	3875.0	176.0	2955.0	1939.0	1790.0	2959.0	1067.0	986.0	1138.0	1353.0	6609.0	8452.0	1088.0	4524.0	1907.0	2505.0	2836.0	1856.0	917.0	2682.0	492.0	3922.0	6377.0	2279.0
EGFR_E13_STA101503	5746.0	8147.0	9051.0	5762.0	14773.0	4576.0	10896.0	9286.0	728.0	7982.0	4762.0	7476.0	7683.0	3901.0	3760.0	6494.0	7263.0	13492.0	17783.0	5384.0	9870.0	7884.0	4470.0	12510.0	8846.0	3711.0	6373.0	1583.0	13258.0	31965.0	11383.0
EGFR_E14_STA101504	8497.0	12660.0	9377.0	8218.0	16556.0	5747.0	13127.0	13894.0	1130.0	9068.0	5099.0	7825.0	9696.0	7720.0	4616.0	9279.0	8205.0	15091.0	21034.0	6505.0	10259.0	7112.0	7633.0	18243.0	11596.0	4499.0	6205.0	1507.0	13198.0	34029.0	12436.0
EGFR_E15_STA101505	5028.0	4983.0	3478.0	4531.0	8785.0	3096.0	7013.0	4929.0	647.0	5103.0	3314.0	4738.0	4724.0	3013.0	1902.0	4373.0	4444.0	8279.0	8504.0	2780.0	6310.0	4464.0	3323.0	6714.0	4988.0	2341.0	3974.0	703.0	7653.0	21686.0	6820.0
EGFR_E16_STA101506	3118.0	6786.0	5396.0	3390.0	7836.0	3202.0	6995.0	4996.0	445.0	4221.0	1721.0	3474.0	4337.0	4031.0	2605.0	3512.0	3717.0	6874.0	13010.0	4269.0	5172.0	4246.0	4066.0	9008.0	5829.0	2326.0	3031.0	1027.0	8523.0	19324.0	5159.0
EGFR_E17_STA101507	4976.0	8545.0	5535.0	4947.0	8654.0	3014.0	9030.0	6325.0	605.0	5639.0	3691.0	4448.0	5551.0	5400.0	2612.0	5235.0	5373.0	8815.0	10620.0	3861.0	6488.0	5473.0	5218.0	9797.0	6537.0	2657.0	4011.0	1224.0	7017.0	21998.0	7177.0
EGFR_E18_STA100249	4467.0	5378.0	4949.0	5130.0	8184.0	3585.0	7992.0	5643.0	884.0	5434.0	4310.0	4819.0	4831.0	4339.0	2055.0	4874.0	4931.0	8831.0	10367.0	4043.0	5988.0	5405.0	4564.0	8801.0	5984.0	2762.0	4517.0	948.0	7133.0	20994.0	7237.0
EGFR_E18_STA100250	2171.0	4548.0	3247.0	2432.0	4651.0	1627.0	4976.0	3439.0	411.0	2996.0	1644.0	2474.0	3107.0	3022.0	1793.0	2476.0	2566.0	4519.0	7178.0	2664.0	3557.0	3018.0	2394.0	5300.0	3824.0	1437.0	2145.0	403.0	4488.0	13015.0	3887.0
EGFR_E19_STA100251	6844.0	9996.0	7400.0	6691.0	14076.0	6311.0	9902.0	8266.0	845.0	10644.0	2787.0	7509.0	9273.0	5560.0	4136.0	6822.0	7480.0	15195.0	19405.0	6620.0	11184.0	9780.0	6112.0	12559.0	10220.0	5483.0	8791.0	1237.0	17073.0	8404.0	11950.0
EGFR_E19_STA100252	5240.0	6096.0	5049.0	4996.0	10878.0	4844.0	7748.0	6122.0	578.0	8473.0	2121.0	5661.0	6531.0	4025.0	3623.0	4994.0	6015.0	10214.0	13420.0	4531.0	9054.0	6891.0	4819.0	7865.0	8308.0	3854.0	6239.0	933.0	13874.0	8404.0	8453.0
EGFR_E20_STA100253	9280.0	16495.0	13534.0	12909.0	17972.0	7396.0	20704.0	15462.0	1592.0	13455.0	9357.0	10461.0	10762.0	12534.0	5202.0	12863.0	10476.0	21442.0	24153.0	10521.0	14095.0	12812.0	12669.0	21734.0	16192.0	7532.0	9372.0	3381.0	15483.0	58326.0	16733.0
EGFR_E20_STA100254	7469.0	9712.0	9478.0	9521.0	15258.0	5186.0	14654.0	9447.0	1390.0	9742.0	9019.0	8490.0	8211.0	7675.0	3635.0	9797.0	8241.0	15981.0	15528.0	7108.0	11194.0	9022.0	6429.0	15324.0	10666.0	4628.0	6324.0	1666.0	10574.0	36818.0	13132.0
EGFR_E20_STA100255	15613.0	18373.0	20166.0	16991.0	30298.0	11116.0	31743.0	19796.0	2602.0	20042.0	14953.0	16935.0	18546.0	13651.0	8785.0	18043.0	16923.0	32500.0	32858.0	15808.0	25564.0	22134.0	12901.0	28713.0	20584.0	10570.0	15241.0	4317.0	24819.0	86224.0	25239.0
EGFR_E20_STA100256	3295.0	3696.0	3590.0	4211.0	5878.0	2874.0	6961.0	4239.0	531.0	4144.0	3733.0	3789.0	3834.0	3483.0	1801.0	4022.0	3787.0	6950.0	6949.0	3048.0	5494.0	4944.0	3330.0	6267.0	4223.0	2069.0	3490.0	960.0	5117.0	20310.0	5295.0
EGFR_E21_STA100257	7203.0	10696.0	10520.0	8907.0	16023.0	5713.0	14635.0	9015.0	998.0	9384.0	7379.0	8363.0	9843.0	7662.0	4042.0	8780.0	9166.0	18284.0	19137.0	8324.0	12091.0	11256.0	7501.0	16169.0	11117.0	4778.0	7782.0	1896.0	13439.0	39385.0	13002.0
EGFR_E21_STA100258	19394.0	27303.0	22932.0	23218.0	35338.0	13693.0	41229.0	26902.0	3600.0	22295.0	12068.0	21599.0	21977.0	25943.0	10468.0	24940.0	21483.0	37995.0	40816.0	17729.0	30198.0	23572.0	22245.0	38368.0	27950.0	11666.0	18080.0	5454.0	29751.0	103366.0	32010.0
EGFR_E21_STA100259	5518.0	6437.0	5074.0	6181.0	9435.0	3895.0	10058.0	6353.0	907.0	6354.0	5447.0	6165.0	5754.0	4743.0	2229.0	7124.0	5898.0	11151.0	10625.0	4619.0	9007.0	7685.0	4526.0	8195.0	7095.0	2933.0	5206.0	1185.0	8841.0	27512.0	9249.0
EGFR_E22_STA100260	13732.0	16706.0	13416.0	13053.0	24108.0	10827.0	17654.0	18953.0	2306.0	16514.0	5979.0	13231.0	14396.0	11477.0	7474.0	13456.0	12755.0	24776.0	31500.0	11496.0	18738.0	16342.0	12168.0	23712.0	17823.0	8375.0	12593.0	2706.0	23556.0	62834.0	22837.0
EGFR_E23_STA100261	5031.0	7726.0	7528.0	4312.0	13308.0	5149.0	8017.0	6326.0	758.0	9190.0	2325.0	5988.0	7087.0	3818.0	4879.0	4968.0	6989.0	12106.0	20460.0	4874.0	8392.0	5469.0	4382.0	12249.0	9206.0	4049.0	5067.0	1042.0	15784.0	28014.0	8092.0
EGFR_E23_STA100262	13942.0	16878.0	13939.0	11287.0	26725.0	10315.0	15632.0	17795.0	1496.0	16952.0	5872.0	12582.0	14543.0	8110.0	8230.0	13735.0	13741.0	22608.0	32766.0	10049.0	16041.0	10842.0	10338.0	24223.0	18460.0	6629.0	12906.0	2700.0	26807.0	50290.0	18472.0
EGFR_E24_STA100263	4900.0	8222.0	5663.0	5118.0	9153.0	4449.0	5944.0	7051.0	864.0	5767.0	2363.0	4743.0	5985.0	5595.0	2984.0	4815.0	4510.0	8423.0	12945.0	4391.0	6121.0	5701.0	5265.0	10114.0	7728.0	2765.0	4787.0	811.0	9244.0	21305.0	6042.0
EGFR_E24_STA100264	10981.0	14073.0	10787.0	11535.0	23664.0	9427.0	14837.0	13991.0	1644.0	13226.0	6363.0	10989.0	14336.0	8641.0	5641.0	12688.0	12766.0	20969.0	26183.0	10251.0	15848.0	11407.0	8093.0	19588.0	14783.0	6736.0	11410.0	2471.0	21264.0	48352.0	17035.0
EGFR_E25_STA100265	8004.0	13157.0	10062.0	8058.0	16966.0	7653.0	14510.0	12060.0	1593.0	8997.0	4387.0	7095.0	8932.0	8264.0	5725.0	10063.0	5381.0	16502.0	23587.0	8093.0	10762.0	7964.0	9186.0	18205.0	13145.0	4469.0	6437.0	1887.0	18104.0	39165.0	11094.0
EGFR_E25_STA100266	12572.0	15355.0	18704.0	11870.0	26820.0	9869.0	20923.0	17340.0	2090.0	16191.0	7578.0	13993.0	16886.0	7778.0	8108.0	14336.0	16180.0	26519.0	37331.0	12629.0	19474.0	15142.0	9434.0	26270.0	20321.0	8816.0	12012.0	3041.0	27107.0	63309.0	18295.0
EGFR_E25_STA100267	5492.0	6372.0	5046.0	6684.0	11489.0	4468.0	8008.0	6665.0	968.0	6642.0	3522.0	5134.0	5524.0	4269.0	2885.0	6219.0	6102.0	10466.0	12701.0	4769.0	7546.0	6540.0	5651.0	10083.0	7199.0	2985.0	5025.0	1192.0	10566.0	24314.0	7769.0
EGFR_E26_STA101508	22845.0	29231.0	24600.0	20438.0	40652.0	19094.0	25875.0	34341.0	3292.0	24118.0	10209.0	19389.0	24267.0	20558.0	13518.0	25789.0	19223.0	30181.0	54145.0	16812.0	26876.0	19359.0	22083.0	38966.0	31914.0	9927.0	17212.0	5403.0	38477.0	95526.0	27920.0
EGFR_E27_STA101647	3993.0	5485.0	5091.0	3821.0	6859.0	2699.0	7183.0	5551.0	668.0	4359.0	2715.0	3882.0	4164.0	3786.0	2373.0	3626.0	3995.0	6343.0	9968.0	3121.0	5156.0	3849.0	4214.0	8192.0	5140.0	2126.0	3140.0	1035.0	6343.0	17999.0	4945.0
EGFR_E28_STA101510	5041.0	6187.0	4811.0	5488.0	9780.0	4237.0	8230.0	5940.0	778.0	6216.0	3883.0	5949.0	6126.0	3852.0	2658.0	4969.0	5294.0	9543.0	11819.0	3777.0	7821.0	5797.0	4216.0	8077.0	5853.0	2527.0	5121.0	1075.0	10774.0	25047.0	8501.0
MET_E2_STA100268	11972.0	18134.0	13944.0	11242.0	10164.0	8257.0	11920.0	20708.0	1786.0	8206.0	3677.0	16598.0	14295.0	10071.0	6228.0	10991.0	9546.0	18948.0	27980.0	9683.0	13212.0	7685.0	11461.0	17938.0	18331.0	23762.0	12614.0	1489.0	27043.0	12099.0	19408.0
MET_E2_STA100269	14042.0	18059.0	18701.0	14459.0	12551.0	9775.0	13906.0	21988.0	2233.0	10392.0	5577.0	21553.0	16354.0	11871.0	7794.0	14404.0	13647.0	23624.0	30160.0	11377.0	17219.0	10056.0	10923.0	18613.0	19839.0	26186.0	15153.0	1776.0	32485.0	15094.0	25476.0
MET_E2_STA101511	14095.0	18110.0	18744.0	14493.0	12592.0	9805.0	13944.0	22041.0	2243.0	10413.0	5590.0	21600.0	16401.0	11911.0	7815.0	14450.0	13698.0	23693.0	30217.0	11413.0	17274.0	10094.0	10973.0	18682.0	19893.0	26252.0	15208.0	1784.0	32576.0	15123.0	25544.0
MET_E2_STA100270	29797.0	37302.0	38780.0	28736.0	26963.0	20080.0	29624.0	45738.0	4434.0	23256.0	12314.0	45679.0	35303.0	24559.0	16662.0	31677.0	29028.0	47909.0	62311.0	23548.0	35656.0	20228.0	23478.0	38963.0	43975.0	58440.0	33304.0	3805.0	67753.0	32626.0	53843.0
MET_E2_STA100271	19337.0	32253.0	25886.0	16792.0	18412.0	13050.0	19513.0	33871.0	2403.0	14371.0	6462.0	29350.0	25483.0	17272.0	10600.0	18896.0	17447.0	30758.0	44863.0	15038.0	24040.0	13086.0	17547.0	27328.0	30810.0	36551.0	21030.0	2844.0	45842.0	19987.0	34968.0
MET_E2_STA100272	7588.0	9552.0	9005.0	6578.0	6637.0	5328.0	8012.0	12682.0	1129.0	5719.0	1814.0	13222.0	8802.0	5622.0	3999.0	6591.0	7093.0	14191.0	16682.0	5500.0	9903.0	5597.0	6006.0	9148.0	10615.0	15376.0	9556.0	1186.0	19563.0	9487.0	14400.0
MET_E2_STA100273	10697.0	18904.0	13926.0	10125.0	9495.0	7350.0	12267.0	18457.0	1385.0	8008.0	3306.0	16391.0	13124.0	9415.0	5667.0	11047.0	9168.0	16183.0	23683.0	8923.0	12562.0	6701.0	10624.0	14414.0	17420.0	22674.0	11899.0	1857.0	25239.0	12395.0	18742.0
MET_E2_STA100274	19982.0	25536.0	24590.0	19306.0	16027.0	12388.0	22225.0	30462.0	2479.0	13346.0	7623.0	27985.0	22936.0	17880.0	11843.0	21271.0	18180.0	28595.0	38968.0	13672.0	21289.0	11639.0	19884.0	25151.0	28901.0	35250.0	20066.0	2610.0	39801.0	20911.0	31895.0
MET_E2_STA100275	5820.0	7317.0	6310.0	5427.0	4533.0	3615.0	5683.0	7105.0	676.0	4353.0	2399.0	8330.0	7638.0	4569.0	2870.0	4777.0	5024.0	8111.0	10296.0	3854.0	6598.0	4498.0	4729.0	6249.0	7462.0	9871.0	6229.0	632.0	11727.0	6177.0	8906.0
MET_E2_STA100276	6547.0	11340.0	11073.0	6408.0	6596.0	4437.0	7793.0	11587.0	1206.0	5162.0	2821.0	10962.0	8550.0	7191.0	4716.0	6168.0	5280.0	9198.0	17473.0	6018.0	7993.0	4302.0	7081.0	10206.0	11040.0	13728.0	6677.0	1156.0	15827.0	8294.0	11897.0
MET_E2_STA100277	8083.0	10226.0	10837.0	8049.0	7373.0	5133.0	8846.0	11186.0	1285.0	6256.0	3302.0	14023.0	10451.0	6402.0	4055.0	7854.0	6995.0	13117.0	16988.0	6545.0	9443.0	5833.0	7023.0	10268.0	11855.0	15221.0	7769.0	1109.0	18635.0	9171.0	14566.0
MET_E2_STA100278	9133.0	11484.0	12051.0	9366.0	8088.0	5943.0	11168.0	10929.0	1204.0	7414.0	3505.0	14521.0	11005.0	6601.0	5409.0	8178.0	8524.0	13121.0	22061.0	6654.0	11228.0	6733.0	7603.0	11724.0	14070.0	18338.0	8201.0	1281.0	20863.0	10030.0	15551.0
MET_E2_STA100279	4355.0	6655.0	6423.0	4561.0	4395.0	3661.0	5729.0	6364.0	637.0	4202.0	1174.0	8499.0	6026.0	3397.0	3137.0	3136.0	4080.0	9277.0	11943.0	3634.0	6392.0	4712.0	3566.0	6487.0	7298.0	12208.0	4938.0	598.0	15598.0	6290.0	6567.0
MET_E2_STA100280	6566.0	8860.0	8741.0	6265.0	6025.0	4513.0	7021.0	10789.0	749.0	4605.0	2351.0	9042.0	7424.0	5970.0	3203.0	5181.0	5279.0	10982.0	15000.0	4258.0	6894.0	4360.0	6474.0	9811.0	9672.0	14413.0	6232.0	828.0	14204.0	5903.0	10313.0
MET_E2_STA101512	10513.0	13281.0	12871.0	11137.0	9207.0	6813.0	11413.0	14270.0	1437.0	8098.0	5065.0	16072.0	12539.0	7309.0	5180.0	9365.0	8996.0	15582.0	22786.0	7354.0	11877.0	6352.0	8135.0	13047.0	16128.0	20551.0	9759.0	1254.0	22677.0	10250.0	17712.0
MET_E3_STA101513	14803.0	16687.0	16454.0	13697.0	13433.0	10248.0	14694.0	23225.0	1952.0	12131.0	5528.0	20775.0	15994.0	10747.0	7533.0	13548.0	13916.0	22773.0	28609.0	9421.0	15928.0	9652.0	11867.0	17749.0	21002.0	27767.0	13786.0	1978.0	30955.0	13792.0	23225.0
MET_E4_STA101514	1310.0	1418.0	1843.0	996.0	1081.0	894.0	1145.0	1771.0	164.0	898.0	247.0	2211.0	1521.0	749.0	739.0	731.0	1234.0	2332.0	3491.0	729.0	1860.0	1085.0	787.0	1581.0	1646.0	2599.0	1232.0	164.0	3910.0	1672.0	2522.0
MET_E5_STA101515	20323.0	24211.0	29540.0	19739.0	18546.0	9446.0	25375.0	31610.0	2551.0	14266.0	10303.0	35226.0	22938.0	15163.0	10276.0	20011.0	18094.0	36017.0	38369.0	13494.0	25672.0	13100.0	16595.0	26415.0	27838.0	42918.0	20087.0	2624.0	39455.0	22048.0	37783.0
MET_E6_STA101516	10006.0	12401.0	12012.0	7929.0	8277.0	5568.0	9527.0	15080.0	1068.0	5423.0	3685.0	12452.0	9612.0	8376.0	3750.0	8169.0	6940.0	13565.0	20668.0	6032.0	10406.0	5572.0	8789.0	11650.0	13548.0	17631.0	7269.0	1333.0	18378.0	8616.0	15141.0
MET_E7_STA101517	948.0	1644.0	2118.0	999.0	1201.0	742.0	1383.0	1808.0	191.0	829.0	437.0	1537.0	1296.0	695.0	624.0	846.0	1078.0	2216.0	3981.0	1037.0	1696.0	922.0	928.0	2069.0	1729.0	2927.0	939.0	130.0	3094.0	1247.0	2247.0
MET_E8_STA101518	8217.0	9382.0	8082.0	8174.0	6777.0	4556.0	8670.0	10866.0	1130.0	5145.0	3662.0	11488.0	8938.0	4813.0	3511.0	6410.0	6972.0	13406.0	15554.0	5134.0	8440.0	4621.0	6451.0	8665.0	10567.0	15290.0	6028.0	931.0	15166.0	7625.0	11170.0
MET_E9_STA101519	14554.0	19382.0	15833.0	10769.0	10606.0	7097.0	14079.0	21666.0	2034.0	7082.0	5195.0	17183.0	14544.0	10807.0	6534.0	11474.0	9868.0	17709.0	29869.0	8195.0	11473.0	7254.0	11086.0	17530.0	18522.0	23655.0	8368.0	1438.0	22742.0	11094.0	18735.0
MET_E10_STA100281	4525.0	5403.0	6812.0	3923.0	4285.0	2527.0	5213.0	6566.0	634.0	4020.0	1108.0	7262.0	5212.0	2282.0	3184.0	3770.0	4554.0	7654.0	13210.0	3711.0	6128.0	3522.0	3123.0	5997.0	7165.0	10248.0	3679.0	571.0	12540.0	5865.0	7455.0
MET_E10_STA100282	11191.0	16228.0	14795.0	10146.0	9944.0	6136.0	10771.0	17890.0	1586.0	7074.0	3624.0	15547.0	12360.0	8772.0	5920.0	10413.0	8171.0	14074.0	24711.0	7993.0	12245.0	6515.0	9316.0	14646.0	16062.0	22288.0	8457.0	1627.0	22518.0	11857.0	16440.0
MET_E10_STA100283	1099.0	1631.0	1593.0	1059.0	1003.0	785.0	1654.0	1801.0	132.0	705.0	292.0	1433.0	1195.0	1036.0	802.0	938.0	1013.0	1767.0	3504.0	854.0	1570.0	805.0	1032.0	1594.0	1805.0	2623.0	793.0	217.0	3031.0	1308.0	1365.0
MET_E11_STA101520	6109.0	7287.0	6518.0	4292.0	5080.0	3381.0	4948.0	7935.0	610.0	3693.0	1695.0	8228.0	6419.0	3280.0	2412.0	4812.0	4352.0	8931.0	11623.0	3836.0	6489.0	3856.0	3660.0	5948.0	7122.0	10508.0	4733.0	834.0	12660.0	5508.0	9656.0
MET_E12_STA101521	16255.0	25646.0	24082.0	14307.0	14187.0	9884.0	17050.0	28674.0	2298.0	10790.0	4756.0	24041.0	18154.0	11963.0	11683.0	13796.0	12941.0	21700.0	41608.0	11889.0	17963.0	10126.0	13314.0	22337.0	25924.0	29092.0	12791.0	2243.0	36845.0	17644.0	25610.0
MET_E13_STA101522	8211.0	12757.0	10567.0	8080.0	6622.0	5132.0	7701.0	13924.0	1014.0	5306.0	2311.0	10714.0	8931.0	7248.0	4894.0	6317.0	6624.0	11520.0	19698.0	6862.0	8757.0	4658.0	8819.0	12270.0	12727.0	17219.0	6707.0	1224.0	17124.0	8278.0	11876.0
MET_E14_STA100284	6450.0	8964.0	8292.0	6551.0	5998.0	4268.0	7299.0	10321.0	905.0	4719.0	2367.0	8341.0	6983.0	5713.0	3930.0	5895.0	5758.0	10149.0	17033.0	4893.0	7829.0	4137.0	6558.0	8938.0	11100.0	13156.0	5568.0	885.0	14637.0	7430.0	10011.0
MET_E14_STA100285	1864.0	2357.0	2356.0	1286.0	1958.0	1162.0	1886.0	2351.0	226.0	1456.0	367.0	2709.0	2157.0	1108.0	1054.0	1429.0	1618.0	2872.0	5275.0	1579.0	2422.0	1153.0	1427.0	2363.0	3059.0	4117.0	1607.0	242.0	5366.0	1984.0	3266.0
MET_E14_STA100286	6073.0	6535.0	6149.0	4687.0	5219.0	3627.0	4889.0	8342.0	639.0	3811.0	1717.0	8195.0	6695.0	3464.0	2380.0	3822.0	4775.0	9417.0	13475.0	3944.0	6760.0	3518.0	3685.0	7250.0	7248.0	11168.0	4991.0	651.0	12698.0	5489.0	9331.0
MET_E14_STA100287	1627.0	1915.0	1486.0	1742.0	1489.0	992.0	1549.0	2303.0	157.0	1189.0	483.0	2214.0	1869.0	1057.0	709.0	1022.0	1342.0	2770.0	3756.0	1031.0	2041.0	1186.0	1505.0	1779.0	2163.0	3215.0	1352.0	194.0	3587.0	1559.0	2521.0
MET_E15_STA101628	8623.0	10816.0	8286.0	8240.0	7822.0	5428.0	9064.0	10746.0	959.0	5938.0	3148.0	12016.0	9459.0	5721.0	3921.0	5723.0	6909.0	12351.0	16228.0	5579.0	10220.0	6016.0	7253.0	10400.0	11191.0	16703.0	7127.0	1163.0	19800.0	8734.0	14556.0
