	D20D02477T	D20D02527	D21D00009T	D21D00012T	K20D02522T	M20D02483	M20D02521	M20D02532	M21D00003	M21D00004	M21D00010	N21D00002	N21D00011	N21D00032	P20D02524	P20D02526	P20D02528	P20D02529	P21D00014	P21D00017	P21D00020	P21D00025	P21D00036	P21D00039	P21D00041	S21D00030T	U21D00008	X20D02446HPV
MET_E17_STA100294	14145.0	23238.0	46108.0	10357.0	12161.0	9485.0	26620.0	15346.0	10027.0	41913.0	33854.0	47565.0	68101.0	115430.0	1234.0	921.0	1838.0	16030.0	2047.0	13702.0	8305.0	42533.0	42083.0	5963.0	20769.0	5377.0	2118.0	11022.0
MET_E17_STA100295	10054.0	14415.0	32814.0	6538.0	7849.0	6330.0	16931.0	11487.0	6443.0	27682.0	30669.0	34533.0	42857.0	90928.0	680.0	427.0	496.0	11826.0	1182.0	7581.0	4482.0	44879.0	27261.0	4373.0	12594.0	3903.0	1338.0	6336.0
MET_E18_STA100296	8331.0	7980.0	23769.0	3801.0	4052.0	5253.0	11330.0	5911.0	4546.0	18440.0	19128.0	22133.0	40273.0	58701.0	439.0	283.0	405.0	7660.0	591.0	5352.0	3291.0	27165.0	18815.0	3250.0	9649.0	1453.0	1039.0	4366.0
MET_E18_STA100297	7728.0	9034.0	23129.0	4199.0	5468.0	5208.0	12188.0	6680.0	4226.0	21782.0	16023.0	22692.0	39694.0	54002.0	522.0	272.0	576.0	7116.0	900.0	5434.0	3562.0	25507.0	19333.0	3100.0	9188.0	2374.0	786.0	4711.0
MET_E19_STA100298	13902.0	16012.0	39446.0	7145.0	9717.0	10176.0	23048.0	15126.0	9523.0	31050.0	34449.0	38522.0	58560.0	94553.0	1188.0	366.0	1257.0	14983.0	1357.0	8736.0	5758.0	51410.0	31454.0	6180.0	17336.0	4560.0	1477.0	9292.0
MET_E19_STA100299	10433.0	10921.0	27803.0	5376.0	6323.0	6862.0	14652.0	11361.0	5339.0	23204.0	26280.0	23948.0	40739.0	68163.0	561.0	387.0	322.0	9761.0	1000.0	7200.0	4249.0	37382.0	23225.0	4405.0	12156.0	3036.0	1014.0	5334.0
MET_E19_STA100300	9601.0	9093.0	23674.0	3511.0	5180.0	6366.0	10749.0	7637.0	4379.0	18792.0	18784.0	20937.0	31708.0	55886.0	670.0	286.0	434.0	7102.0	770.0	4706.0	2868.0	27875.0	17166.0	3824.0	8960.0	2221.0	917.0	3640.0
MET_E20_STA101619	9829.0	12788.0	29133.0	4841.0	4352.0	6143.0	13700.0	8442.0	6062.0	23207.0	25877.0	27474.0	42283.0	72515.0	493.0	613.0	723.0	9789.0	954.0	7480.0	3435.0	30389.0	24827.0	3630.0	10018.0	2710.0	1359.0	5256.0
MET_E20_STA100302	1937.0	2588.0	4354.0	807.0	941.0	903.0	2635.0	1535.0	1078.0	3595.0	5103.0	5520.0	8337.0	16180.0	94.0	66.0	88.0	1824.0	221.0	1421.0	619.0	5499.0	4847.0	603.0	1637.0	683.0	236.0	1288.0
MET_E21_STA101523	954.0	1157.0	2345.0	512.0	471.0	527.0	1462.0	874.0	572.0	2254.0	2401.0	4095.0	4660.0	6425.0	49.0	37.0	116.0	1141.0	136.0	516.0	454.0	2674.0	2321.0	327.0	1134.0	286.0	111.0	591.0
BRAF_E15_STA100303	2215.0	2512.0	4899.0	1013.0	835.0	1030.0	1863.0	1265.0	1360.0	2817.0	4587.0	6051.0	8601.0	20619.0	100.0	74.0	180.0	2571.0	229.0	1276.0	666.0	727.0	4396.0	807.0	1752.0	639.0	205.0	1600.0
BRAF_E15_STA100304	3396.0	3771.0	9322.0	1441.0	1558.0	2233.0	4836.0	3280.0	2053.0	7088.0	10315.0	8535.0	16782.0	27630.0	206.0	85.0	172.0	4462.0	293.0	2372.0	1106.0	1934.0	8255.0	1207.0	3527.0	1115.0	332.0	1750.0
BRAF_E11_STA100305	12468.0	11413.0	30532.0	4512.0	6475.0	7835.0	18069.0	11566.0	6862.0	28975.0	27612.0	29285.0	55684.0	80452.0	869.0	383.0	460.0	15450.0	1341.0	6360.0	4360.0	11238.0	23312.0	4683.0	14160.0	2991.0	1436.0	6278.0
BRAF_E11_STA100306	5217.0	6156.0	13704.0	2842.0	2998.0	3040.0	8337.0	3823.0	3047.0	13790.0	9753.0	15466.0	31771.0	42110.0	207.0	241.0	499.0	7051.0	505.0	4061.0	2487.0	2162.0	13389.0	1963.0	6365.0	2319.0	524.0	2961.0
FGFR1_E19_STA101524	6093.0	1821.0	12169.0	591.0	853.0	3343.0	5275.0	1961.0	2552.0	5851.0	2559.0	14863.0	20636.0	30818.0	252.0	134.0	272.0	6133.0	336.0	2188.0	1247.0	4991.0	8630.0	2927.0	9288.0	330.0	398.0	2432.0
FGFR1_E18_STA101525	4417.0	1361.0	9760.0	672.0	479.0	2077.0	3423.0	1325.0	1990.0	3805.0	2141.0	11868.0	21800.0	28594.0	268.0	111.0	144.0	4950.0	201.0	2093.0	1044.0	2494.0	7710.0	1657.0	5794.0	155.0	228.0	2317.0
FGFR1_E17_STA101526	1904.0	630.0	3456.0	409.0	256.0	719.0	1145.0	636.0	600.0	1495.0	1091.0	4626.0	10152.0	12131.0	68.0	29.0	63.0	1497.0	159.0	913.0	374.0	993.0	2859.0	804.0	2105.0	52.0	142.0	844.0
FGFR1_E16_STA101527	3255.0	1177.0	8140.0	580.0	514.0	1647.0	3796.0	1607.0	2494.0	3185.0	2077.0	12109.0	17661.0	23098.0	314.0	128.0	223.0	5178.0	260.0	2153.0	809.0	3000.0	8825.0	1737.0	5283.0	201.0	338.0	1658.0
FGFR1_E15_STA101528	4924.0	2558.0	11279.0	1314.0	1044.0	2711.0	5422.0	1547.0	2395.0	6220.0	1851.0	17369.0	26725.0	31190.0	339.0	158.0	368.0	6982.0	409.0	2352.0	1880.0	2726.0	10999.0	2719.0	9051.0	460.0	479.0	3229.0
FGFR1_E14_STA103263	1441.0	375.0	3863.0	226.0	270.0	801.0	1256.0	600.0	698.0	1475.0	825.0	4032.0	7719.0	9934.0	132.0	52.0	82.0	1536.0	98.0	560.0	281.0	1357.0	2821.0	695.0	2021.0	40.0	77.0	697.0
FGFR1_E13_STA101530	12210.0	4149.0	31182.0	2507.0	3081.0	6324.0	14734.0	6320.0	6536.0	14859.0	9210.0	30166.0	57731.0	62679.0	554.0	374.0	294.0	15339.0	897.0	5266.0	3658.0	10527.0	22184.0	5619.0	18564.0	980.0	814.0	5400.0
FGFR1_E12_STA101531	6033.0	2199.0	14615.0	1339.0	1229.0	2690.0	5767.0	2782.0	3338.0	6452.0	3974.0	16115.0	25244.0	37321.0	437.0	213.0	128.0	7058.0	289.0	3011.0	1721.0	3770.0	12008.0	2574.0	8255.0	478.0	510.0	2996.0
FGFR1_E11_STA101532	5935.0	2469.0	13097.0	1657.0	1375.0	2730.0	5680.0	3058.0	3030.0	7295.0	2959.0	17090.0	29228.0	31846.0	485.0	219.0	255.0	6509.0	408.0	2848.0	1980.0	3171.0	12082.0	2663.0	9288.0	453.0	203.0	3431.0
FGFR1_E10_STA101533	9175.0	5393.0	27449.0	2796.0	2231.0	5182.0	12626.0	5187.0	5253.0	14959.0	5416.0	35750.0	51145.0	60729.0	645.0	502.0	571.0	14636.0	1001.0	5341.0	3293.0	7712.0	22908.0	4918.0	17136.0	1151.0	997.0	5894.0
FGFR1_E9_STA101534	9789.0	3471.0	25305.0	1861.0	1990.0	4807.0	12124.0	4885.0	4728.0	10996.0	6896.0	29178.0	58605.0	65170.0	699.0	385.0	254.0	12120.0	435.0	5346.0	2662.0	9427.0	20714.0	4464.0	15162.0	661.0	714.0	4694.0
FGFR1_E8_STA101535	3538.0	1784.0	8762.0	590.0	710.0	1377.0	3182.0	1814.0	1749.0	3882.0	2828.0	10001.0	16514.0	23177.0	330.0	114.0	166.0	4569.0	280.0	1737.0	1037.0	2012.0	6828.0	1734.0	3799.0	306.0	273.0	2201.0
FGFR1_E7_STA101536	3100.0	1685.0	7205.0	899.0	594.0	1175.0	2580.0	1814.0	1403.0	3034.0	3235.0	9176.0	17044.0	23569.0	81.0	154.0	120.0	3652.0	186.0	1796.0	1072.0	2060.0	6788.0	1275.0	3871.0	227.0	200.0	2015.0
FGFR1_E6_STA101537	3752.0	2790.0	12390.0	1661.0	1322.0	2772.0	5535.0	2835.0	3115.0	6615.0	3250.0	16093.0	22555.0	31367.0	298.0	119.0	342.0	6486.0	466.0	2939.0	1781.0	2820.0	10938.0	2211.0	7069.0	600.0	501.0	3133.0
FGFR1_E5_STA101538	7939.0	4219.0	18438.0	2190.0	2108.0	3648.0	7858.0	4218.0	3975.0	6472.0	6552.0	23677.0	39278.0	55054.0	565.0	267.0	499.0	11443.0	435.0	4221.0	1815.0	3426.0	16701.0	3832.0	11033.0	661.0	559.0	4508.0
FGFR1_E4_STA101539	11512.0	4634.0	29391.0	1997.0	1452.0	6997.0	10962.0	5657.0	5046.0	14992.0	6687.0	31661.0	57821.0	72179.0	559.0	446.0	483.0	13557.0	663.0	5877.0	2343.0	10632.0	23141.0	6461.0	17322.0	483.0	753.0	5802.0
FGFR1_E3_STA101540	12710.0	6460.0	36822.0	3839.0	2640.0	7878.0	16187.0	8907.0	7193.0	18649.0	13048.0	37639.0	67952.0	86433.0	912.0	522.0	389.0	18318.0	1232.0	7871.0	3818.0	13534.0	31496.0	7319.0	14366.0	1315.0	925.0	7852.0
TYRP1_E8_STA100307	3438.0	1877.0	7454.0	1360.0	2726.0	1935.0	4614.0	2664.0	2124.0	3381.0	8696.0	4402.0	12505.0	20709.0	232.0	146.0	108.0	2838.0	294.0	2087.0	883.0	2215.0	4665.0	1339.0	2141.0	1056.0	378.0	1837.0
TYRP1_E8_STA100308	1453.0	980.0	2367.0	1108.0	1526.0	500.0	1849.0	984.0	836.0	1434.0	2991.0	2583.0	9808.0	11607.0	64.0	43.0	114.0	1014.0	188.0	1499.0	315.0	468.0	2599.0	511.0	967.0	571.0	206.0	1144.0
TYRP1_E8_STA100309	8481.0	5349.0	17827.0	4364.0	7168.0	4258.0	14079.0	6878.0	5454.0	9749.0	15420.0	16040.0	39587.0	53067.0	536.0	400.0	913.0	9287.0	1345.0	5911.0	1988.0	4550.0	15759.0	4308.0	6197.0	3588.0	894.0	5499.0
CDKN2A_E2_STA101212	7384.0	786.0	12568.0	1931.0	345.0	4164.0	8779.0	3665.0	3535.0	8797.0	3699.0	9745.0	28407.0	49073.0	344.0	300.0	160.0	3998.0	531.0	4013.0	1268.0	5609.0	11212.0	2295.0	6340.0	660.0	653.0	3289.0
CDKN2A_E2_STA101631	1199.0	128.0	1642.0	265.0	65.0	638.0	1106.0	361.0	642.0	1281.0	408.0	1717.0	3678.0	8405.0	42.0	39.0	62.0	758.0	99.0	615.0	248.0	742.0	2029.0	381.0	735.0	115.0	70.0	646.0
CDKN2A_E2_STA101214	977.0	128.0	1401.0	228.0	34.0	381.0	864.0	296.0	399.0	659.0	422.0	1216.0	3988.0	8918.0	86.0	42.0	85.0	564.0	59.0	565.0	137.0	497.0	1531.0	282.0	660.0	100.0	27.0	559.0
CDKN2A_E2_STA101215	5324.0	567.0	7944.0	1588.0	233.0	2799.0	6405.0	2411.0	2415.0	6086.0	2156.0	8398.0	27129.0	40594.0	374.0	234.0	314.0	3454.0	326.0	2698.0	1453.0	2205.0	8261.0	1650.0	4933.0	744.0	334.0	3496.0
CDKN2A_E1_STA101216	4861.0	463.0	8859.0	901.0	445.0	3347.0	5923.0	2251.0	2549.0	5596.0	2693.0	5961.0	23666.0	33863.0	320.0	228.0	87.0	3306.0	411.0	2957.0	995.0	4064.0	7119.0	1558.0	4620.0	599.0	491.0	2102.0
CDKN2A_E1_STA101217	7431.0	637.0	12296.0	1707.0	289.0	4397.0	6683.0	3251.0	3740.0	8691.0	3008.0	10096.0	31589.0	52105.0	634.0	303.0	375.0	5134.0	614.0	3611.0	1331.0	5256.0	12544.0	2543.0	5999.0	786.0	842.0	3050.0
CDKN2A_E1_STA103232	7235.0	992.0	12847.0	1249.0	425.0	4461.0	7563.0	3101.0	3308.0	8358.0	3333.0	10448.0	36186.0	55920.0	532.0	261.0	326.0	5293.0	495.0	3464.0	1098.0	5162.0	12507.0	2387.0	5918.0	763.0	649.0	3605.0
GNAQ_E6_STA101620	4503.0	2905.0	10808.0	2082.0	2822.0	3084.0	7878.0	3544.0	3068.0	8206.0	8025.0	15900.0	25011.0	33296.0	380.0	215.0	180.0	5248.0	499.0	3245.0	1185.0	2475.0	10234.0	2069.0	3566.0	1262.0	466.0	2925.0
GNAQ_E6_STA100311	17216.0	9272.0	34907.0	8525.0	9498.0	11022.0	28274.0	13185.0	10460.0	25790.0	22722.0	47863.0	82147.0	98036.0	1228.0	693.0	1315.0	20406.0	1996.0	12434.0	4783.0	10341.0	35916.0	7336.0	11787.0	5335.0	1983.0	10259.0
GNAQ_E6_STA100312	17370.0	10708.0	39361.0	9409.0	12201.0	14388.0	27847.0	10063.0	11169.0	23224.0	18709.0	53557.0	74116.0	97409.0	1478.0	608.0	1470.0	21497.0	1678.0	14087.0	4520.0	11187.0	40818.0	8857.0	11053.0	3848.0	2733.0	9716.0
GNAQ_E5_STA100313	15121.0	8095.0	30958.0	7415.0	10203.0	9336.0	23734.0	13462.0	9368.0	22361.0	28152.0	36109.0	62172.0	78484.0	688.0	560.0	572.0	15855.0	1942.0	10168.0	3406.0	11989.0	29061.0	6169.0	8956.0	6157.0	1735.0	7894.0
GNAQ_E5_STA100314	3884.0	2409.0	9236.0	2078.0	2489.0	2451.0	6386.0	2934.0	2791.0	5642.0	6894.0	10039.0	19008.0	23306.0	322.0	138.0	176.0	4282.0	405.0	2633.0	1234.0	2327.0	9507.0	1289.0	2381.0	1522.0	498.0	2626.0
GNAQ_E5_STA100315	3217.0	2153.0	6274.0	1810.0	2455.0	1836.0	4605.0	2006.0	2237.0	5216.0	4746.0	9207.0	16751.0	18531.0	191.0	260.0	260.0	2654.0	342.0	2447.0	814.0	1444.0	6527.0	1096.0	2177.0	1429.0	274.0	1673.0
GNAQ_E4_STA100316	4511.0	2522.0	8494.0	1892.0	1912.0	2455.0	5628.0	2262.0	3468.0	5727.0	5985.0	12819.0	19058.0	27786.0	276.0	107.0	409.0	4889.0	353.0	2994.0	866.0	2059.0	9336.0	1773.0	2571.0	965.0	483.0	2379.0
GNAQ_E4_STA100317	8821.0	4983.0	17597.0	3963.0	3721.0	5109.0	11713.0	4729.0	5376.0	11323.0	12421.0	25712.0	39068.0	57436.0	412.0	282.0	446.0	9635.0	891.0	5695.0	2021.0	3727.0	16962.0	3334.0	5166.0	2001.0	1051.0	5233.0
GNAQ_E4_STA100318	10365.0	7278.0	21479.0	5430.0	5582.0	7906.0	18310.0	6921.0	6030.0	19844.0	12193.0	38609.0	45075.0	65628.0	609.0	388.0	983.0	13878.0	1353.0	7500.0	3196.0	5274.0	23781.0	5237.0	8592.0	4134.0	1417.0	6224.0
NOTCH1_E34_STA101219	4344.0	1051.0	5017.0	618.0	532.0	2722.0	3177.0	1100.0	1730.0	8840.0	987.0	15873.0	17703.0	22280.0	259.0	90.0	94.0	3642.0	189.0	1616.0	925.0	1891.0	4917.0	1810.0	3783.0	248.0	140.0	1676.0
NOTCH1_E34_STA101220	2177.0	555.0	3467.0	359.0	100.0	1606.0	2459.0	611.0	1280.0	5609.0	1072.0	9060.0	12420.0	15597.0	228.0	53.0	37.0	2887.0	204.0	1116.0	359.0	2044.0	3364.0	1080.0	2205.0	76.0	126.0	880.0
NOTCH1_E34_STA101221	4514.0	908.0	6379.0	694.0	296.0	3435.0	3383.0	954.0	1837.0	9306.0	1397.0	15786.0	19825.0	27685.0	278.0	147.0	112.0	4505.0	214.0	1689.0	341.0	3126.0	6325.0	1855.0	3438.0	222.0	200.0	1576.0
NOTCH1_E34_STA101222	1249.0	233.0	1660.0	230.0	99.0	1100.0	845.0	279.0	565.0	2447.0	516.0	4420.0	7589.0	9335.0	93.0	56.0	46.0	1230.0	45.0	502.0	238.0	959.0	1521.0	426.0	1071.0	23.0	31.0	427.0
NOTCH1_E34_STA101223	728.0	214.0	1018.0	172.0	54.0	733.0	474.0	108.0	395.0	1633.0	212.0	2841.0	3927.0	5745.0	40.0	22.0	16.0	782.0	12.0	329.0	144.0	647.0	1241.0	291.0	547.0	24.0	37.0	285.0
NOTCH1_E34_STA101224	1044.0	258.0	1714.0	142.0	70.0	1025.0	752.0	224.0	480.0	2125.0	372.0	4250.0	6093.0	7342.0	94.0	24.0	71.0	1188.0	40.0	400.0	140.0	956.0	1387.0	589.0	907.0	24.0	40.0	272.0
NOTCH1_E34_STA101225	15083.0	2421.0	16908.0	1715.0	620.0	10902.0	12498.0	3086.0	6337.0	30030.0	4420.0	49574.0	70240.0	86660.0	1020.0	388.0	487.0	13365.0	879.0	4722.0	2268.0	11067.0	17750.0	6263.0	12669.0	626.0	573.0	4771.0
NOTCH1_E34_STA101226	5217.0	1275.0	7289.0	744.0	317.0	3849.0	4099.0	1136.0	2262.0	14776.0	1062.0	23540.0	31624.0	35494.0	388.0	53.0	186.0	5168.0	462.0	1795.0	966.0	3212.0	7028.0	1914.0	5086.0	318.0	234.0	2050.0
NOTCH1_E34_STA101227	879.0	174.0	935.0	174.0	28.0	733.0	451.0	52.0	253.0	2070.0	159.0	3319.0	2746.0	5304.0	71.0	25.0	30.0	721.0	87.0	234.0	104.0	488.0	1192.0	339.0	738.0	45.0	22.0	304.0
NOTCH1_E34_STA101228	1477.0	342.0	1794.0	176.0	75.0	1323.0	931.0	304.0	568.0	2592.0	539.0	4806.0	8264.0	10322.0	114.0	61.0	37.0	1371.0	77.0	636.0	120.0	1102.0	2077.0	694.0	1391.0	69.0	35.0	382.0
NOTCH1_E34_STA101229	8633.0	1490.0	13063.0	929.0	411.0	5566.0	7993.0	2037.0	3775.0	21253.0	3661.0	29847.0	46177.0	63277.0	570.0	143.0	122.0	9730.0	611.0	3851.0	1356.0	7741.0	12746.0	4302.0	8657.0	276.0	342.0	3252.0
NOTCH1_E34_STA101230	1293.0	162.0	995.0	120.0	53.0	587.0	461.0	123.0	458.0	1419.0	236.0	3542.0	4179.0	7038.0	36.0	58.0	58.0	926.0	58.0	327.0	148.0	457.0	1092.0	454.0	608.0	12.0	10.0	295.0
NOTCH1_E34_STA101231	2628.0	678.0	2759.0	452.0	139.0	2009.0	1738.0	420.0	1010.0	5994.0	414.0	10885.0	10418.0	16579.0	134.0	46.0	95.0	2463.0	182.0	849.0	526.0	1257.0	3950.0	1163.0	2251.0	104.0	39.0	878.0
NOTCH1_E34_STA101232	9733.0	1635.0	11766.0	1364.0	649.0	7746.0	6776.0	1835.0	3227.0	20794.0	3389.0	30501.0	46533.0	56188.0	812.0	326.0	139.0	8800.0	402.0	3167.0	1456.0	5213.0	10617.0	4172.0	7991.0	486.0	259.0	3274.0
NOTCH1_E34_STA101233	795.0	122.0	1081.0	93.0	50.0	734.0	660.0	162.0	273.0	1729.0	234.0	3440.0	4094.0	5320.0	52.0	13.0	19.0	903.0	44.0	237.0	101.0	509.0	825.0	530.0	734.0	39.0	33.0	316.0
NOTCH1_E33_STA101234	5072.0	1054.0	7111.0	987.0	199.0	3834.0	3721.0	964.0	2205.0	9305.0	1473.0	20621.0	28327.0	32668.0	460.0	117.0	200.0	5441.0	370.0	1948.0	729.0	3128.0	7444.0	2152.0	4091.0	94.0	244.0	1599.0
NOTCH1_E32_STA101235	9915.0	1765.0	11825.0	1270.0	567.0	8160.0	6623.0	1946.0	3607.0	19411.0	2415.0	32584.0	45084.0	54129.0	576.0	145.0	240.0	9217.0	360.0	3090.0	1541.0	7680.0	11379.0	4266.0	7059.0	255.0	405.0	3414.0
NOTCH1_E32_STA101236	7366.0	1411.0	9967.0	1132.0	353.0	5534.0	5676.0	1415.0	2756.0	16443.0	1925.0	30049.0	36860.0	42900.0	484.0	150.0	226.0	7630.0	465.0	2563.0	1206.0	5053.0	10715.0	2744.0	5587.0	217.0	312.0	2897.0
NOTCH1_E32_STA101237	2815.0	596.0	4115.0	522.0	111.0	2053.0	2336.0	511.0	1117.0	6955.0	733.0	12987.0	15188.0	18141.0	170.0	108.0	105.0	3070.0	294.0	1086.0	496.0	1778.0	4884.0	1346.0	2516.0	176.0	120.0	1182.0
NOTCH1_E31_STA101690	6281.0	1026.0	7553.0	519.0	208.0	4315.0	3200.0	969.0	2116.0	10141.0	1180.0	18474.0	17666.0	33731.0	281.0	115.0	180.0	5298.0	220.0	1494.0	860.0	3049.0	5933.0	2206.0	3726.0	113.0	219.0	1886.0
NOTCH1_E31_STA101240	2695.0	519.0	3729.0	323.0	77.0	1393.0	1496.0	423.0	1216.0	5056.0	798.0	10262.0	15235.0	17973.0	225.0	78.0	76.0	2377.0	108.0	1047.0	363.0	1262.0	3396.0	1079.0	1625.0	65.0	61.0	855.0
NOTCH1_E31_STA101241	1167.0	406.0	1804.0	327.0	72.0	771.0	889.0	263.0	642.0	2968.0	287.0	5755.0	8829.0	9136.0	58.0	43.0	64.0	1154.0	88.0	638.0	248.0	546.0	3311.0	828.0	1018.0	54.0	42.0	650.0
NOTCH1_E30_STA101242	1913.0	437.0	2339.0	288.0	48.0	1433.0	1222.0	254.0	688.0	3146.0	575.0	6939.0	9358.0	12805.0	136.0	20.0	130.0	2064.0	72.0	595.0	362.0	878.0	2585.0	875.0	1109.0	112.0	57.0	915.0
NOTCH1_E30_STA101243	6019.0	988.0	6981.0	674.0	272.0	4061.0	3748.0	927.0	1973.0	9606.0	1401.0	15611.0	26139.0	29883.0	353.0	52.0	123.0	4796.0	145.0	1557.0	1027.0	3427.0	6274.0	2486.0	3706.0	267.0	154.0	1861.0
NOTCH1_E30_STA101244	2214.0	563.0	3109.0	313.0	59.0	1541.0	1252.0	461.0	779.0	3730.0	512.0	6884.0	10269.0	15858.0	129.0	33.0	83.0	2067.0	119.0	789.0	383.0	1217.0	2853.0	869.0	1415.0	95.0	127.0	757.0
NOTCH1_E29_STA102034	633.0	171.0	1084.0	128.0	39.0	461.0	461.0	97.0	327.0	1834.0	183.0	3466.0	4304.0	5389.0	50.0	29.0	14.0	779.0	95.0	368.0	222.0	344.0	1218.0	294.0	780.0	51.0	30.0	395.0
NOTCH1_E28_STA102025	1768.0	433.0	2563.0	302.0	99.0	1025.0	1267.0	455.0	714.0	4149.0	697.0	6931.0	10889.0	13079.0	117.0	39.0	39.0	1757.0	76.0	684.0	327.0	1269.0	2699.0	543.0	1108.0	94.0	81.0	840.0
NOTCH1_E28_STA103230	6684.0	1550.0	10265.0	814.0	453.0	5123.0	4960.0	1566.0	2748.0	15620.0	2063.0	25933.0	34241.0	41959.0	446.0	167.0	222.0	6676.0	327.0	2326.0	1282.0	5023.0	8384.0	2476.0	4590.0	398.0	300.0	2666.0
NOTCH1_E27_STA102032	1994.0	435.0	2717.0	354.0	87.0	1223.0	1212.0	322.0	733.0	4174.0	404.0	8186.0	11723.0	13523.0	95.0	74.0	63.0	1696.0	106.0	794.0	387.0	589.0	2242.0	791.0	1693.0	68.0	78.0	323.0
NOTCH1_E27_STA101250	6778.0	1565.0	10007.0	881.0	493.0	5075.0	5063.0	1392.0	2880.0	14463.0	1892.0	24672.0	32879.0	46056.0	340.0	183.0	208.0	7057.0	302.0	2601.0	1193.0	4447.0	8507.0	2864.0	5500.0	257.0	264.0	1811.0
NOTCH1_E27_STA102038	2499.0	613.0	3835.0	440.0	222.0	2023.0	2565.0	711.0	1174.0	6124.0	1006.0	9271.0	15059.0	16544.0	193.0	86.0	60.0	2651.0	125.0	1136.0	517.0	3072.0	3224.0	1040.0	2248.0	172.0	102.0	977.0
NOTCH1_E26_STA101252	3479.0	1158.0	4155.0	520.0	156.0	3235.0	3296.0	725.0	1619.0	8645.0	606.0	16026.0	14971.0	17656.0	244.0	82.0	232.0	3573.0	275.0	1186.0	580.0	2114.0	4348.0	1763.0	2505.0	277.0	91.0	1624.0
NOTCH1_E26_STA102017	989.0	162.0	1217.0	115.0	45.0	583.0	464.0	154.0	451.0	1788.0	239.0	3792.0	4684.0	6376.0	45.0	21.0	35.0	772.0	46.0	332.0	97.0	534.0	1279.0	358.0	505.0	35.0	54.0	379.0
NOTCH1_E26_STA102027	645.0	135.0	840.0	74.0	37.0	349.0	348.0	112.0	299.0	1179.0	178.0	2187.0	3633.0	4188.0	24.0	22.0	15.0	570.0	11.0	188.0	58.0	505.0	693.0	215.0	462.0	13.0	6.0	182.0
NOTCH1_E26_STA102036	644.0	135.0	837.0	74.0	37.0	348.0	348.0	112.0	299.0	1177.0	178.0	2185.0	3628.0	4184.0	23.0	22.0	15.0	570.0	11.0	187.0	58.0	501.0	693.0	214.0	461.0	13.0	6.0	182.0
NOTCH1_E26_STA101256	4050.0	1112.0	4338.0	543.0	310.0	2516.0	2378.0	418.0	1632.0	9205.0	757.0	17205.0	24458.0	27685.0	247.0	116.0	213.0	3221.0	329.0	1769.0	816.0	1465.0	5598.0	1457.0	3026.0	132.0	125.0	1356.0
NOTCH1_E26_STA102021	1266.0	204.0	1242.0	139.0	53.0	833.0	693.0	165.0	424.0	2315.0	220.0	3706.0	4741.0	6656.0	68.0	23.0	31.0	1007.0	68.0	478.0	127.0	603.0	1369.0	409.0	802.0	48.0	31.0	288.0
NOTCH1_E25_STA101258	4781.0	799.0	6083.0	479.0	181.0	3468.0	2952.0	720.0	1625.0	8504.0	1080.0	16102.0	21142.0	28382.0	512.0	100.0	160.0	4510.0	328.0	1377.0	631.0	2729.0	5560.0	1848.0	3267.0	86.0	192.0	1165.0
NOTCH1_E25_STA101259	4203.0	1362.0	5560.0	764.0	268.0	2752.0	2862.0	532.0	1960.0	11171.0	1122.0	17036.0	25773.0	28464.0	260.0	145.0	218.0	3701.0	320.0	1936.0	834.0	2210.0	5179.0	1560.0	3579.0	176.0	156.0	1654.0
NOTCH1_E25_STA101260	5498.0	833.0	8718.0	652.0	202.0	4037.0	3824.0	897.0	2426.0	13249.0	1550.0	18722.0	30339.0	32997.0	288.0	125.0	128.0	5594.0	294.0	1552.0	851.0	4750.0	6797.0	2269.0	4159.0	220.0	156.0	1653.0
NOTCH1_E25_STA101261	5080.0	1076.0	7280.0	950.0	358.0	4113.0	3588.0	686.0	1982.0	12976.0	893.0	19893.0	23512.0	30095.0	359.0	106.0	205.0	5246.0	436.0	1946.0	1060.0	2406.0	7594.0	2267.0	4557.0	297.0	250.0	2010.0
NOTCH1_E25_STA102030	1899.0	401.0	2308.0	317.0	71.0	1176.0	1079.0	291.0	878.0	3681.0	457.0	6869.0	9020.0	13242.0	132.0	21.0	44.0	1651.0	56.0	826.0	321.0	1190.0	2726.0	750.0	1330.0	49.0	111.0	678.0
NOTCH1_E25_STA101263	1594.0	216.0	1431.0	160.0	76.0	998.0	848.0	274.0	433.0	2351.0	431.0	4609.0	7290.0	9681.0	123.0	42.0	21.0	1019.0	47.0	487.0	191.0	1101.0	1686.0	612.0	867.0	40.0	56.0	465.0
NOTCH1_E25_STA101667	664.0	84.0	532.0	46.0	19.0	457.0	329.0	105.0	134.0	878.0	192.0	1744.0	2276.0	3562.0	37.0	17.0	3.0	391.0	16.0	206.0	81.0	371.0	677.0	231.0	317.0	14.0	22.0	175.0
NOTCH1_E24_STA102029	3348.0	646.0	4808.0	383.0	196.0	2431.0	2433.0	799.0	1415.0	6676.0	1007.0	12680.0	14762.0	21049.0	297.0	75.0	72.0	3471.0	161.0	1298.0	514.0	2377.0	4473.0	1401.0	2347.0	122.0	151.0	1219.0
NOTCH1_E24_STA101707	6758.0	1337.0	10085.0	949.0	394.0	4650.0	4710.0	1104.0	2683.0	13607.0	1543.0	26647.0	33915.0	45222.0	545.0	211.0	277.0	6514.0	381.0	2607.0	1214.0	4113.0	9465.0	2945.0	4832.0	293.0	207.0	2376.0
